interatomic distance(nm), energy(K), force(nN), time elapsed
0.379995124162, -125.093668613882, 25.654554029167, 0.1119
0.379991120624, -125.094695306358, 25.634715086079, 0.1122
0.379985962045, -125.096017034044, 25.609145644750, 0.1125
0.379979649575, -125.097632615821, 25.577846231430, 0.1128
0.379972184625, -125.099540607248, 25.540817498994, 0.1131
0.379963568864, -125.101739301416, 25.498060232161, 0.1134
0.379953804217, -125.104226729954, 25.449575353665, 0.1137
0.379942892870, -125.107000664206, 25.395363931375, 0.1140
0.379930837265, -125.110058616551, 25.335427186375, 0.1143
0.379917640102, -125.113397841893, 25.269766501995, 0.1146
0.379903304341, -125.117015339306, 25.198383433789, 0.1149
0.379887833198, -125.120907853837, 25.121279720468, 0.1152
0.379871230146, -125.125071878473, 25.038457295783, 0.1155
0.379853498918, -125.129503656272, 24.949918301353, 0.1158
0.379834643503, -125.134199182649, 24.855665100442, 0.1161
0.379814668148, -125.139154207833, 24.755700292682, 0.1164
0.379793577356, -125.144364239484, 24.650026729740, 0.1167
0.379771375891, -125.149824545477, 24.538647531917, 0.1170
0.379748068769, -125.155530156850, 24.421566105701, 0.1173
0.379723661267, -125.161475870924, 24.298786162246, 0.1176
0.379698158916, -125.167656254584, 24.170311736779, 0.1179
0.379671567507, -125.174065647739, 24.036147208953, 0.1182
0.379643893082, -125.180698166942, 23.896297324106, 0.1185
0.379615141945, -125.187547709188, 23.750767215459, 0.1188
0.379585320653, -125.194607955885, 23.599562427211, 0.1191
0.379554436018, -125.201872376992, 23.442688938568, 0.1194
0.379522495108, -125.209334235338, 23.280153188653, 0.1197
0.379489505249, -125.216986591115, 23.111962102336, 0.1200
0.379455474017, -125.224822306542, 22.938123116943, 0.1203
0.379420409245, -125.232834050717, 22.758644209851, 0.1206
0.379384319022, -125.241014304632, 22.573533926965, 0.1209
0.379347211687, -125.249355366382, 22.382801412054, 0.1212
0.379309095834, -125.257849356543, 22.186456436949, 0.1215
0.379269980310, -125.266488223734, 21.984509432586, 0.1218
0.379229874216, -125.275263750357, 21.776971520882, 0.1221
0.379188786901, -125.284167558523, 21.563854547436, 0.1224
0.379146727969, -125.293191116152, 21.345171115037, 0.1227
0.379103707274, -125.302325743261, 21.120934617963, 0.1230
0.379059734918, -125.311562618426, 20.891159277067, 0.1233
0.379014821255, -125.320892785431, 20.655860175617, 0.1236
0.378968976888, -125.330307160097, 20.415053295881, 0.1239
0.378922212666, -125.339796537289, 20.168755556443, 0.1242
0.378874539687, -125.349351598100, 19.916984850221, 0.1245
0.378825969296, -125.358962917222, 19.659760083159, 0.1248
0.378776513082, -125.368620970490, 19.397101213596, 0.1251
0.378726182882, -125.378316142595, 19.129029292256, 0.1254
0.378674990772, -125.388038734988, 18.855566502856, 0.1257
0.378622949076, -125.397778973943, 18.576736203292, 0.1260
0.378570070356, -125.407527018795, 18.292562967381, 0.1263
0.378516367417, -125.417272970351, 18.003072627125, 0.1266
0.378461853304, -125.427006879462, 17.708292315461, 0.1269
0.378406541297, -125.436718755761, 17.408250509475, 0.1272
0.378350444916, -125.446398576557, 17.102977074030, 0.1275
